timestamp,ekf_x,ekf_y,imu_x,imu_y,gnss_status,drift_error
1787976764.6299686,0.49645268165598894,0.010406861462525027,0.4997197468713209,0.015176827560223725,ACTIVE,0.00578154751726795
1787976765.1299574,0.9865082698323974,0.045743393414402936,0.9980262596842607,0.05567162024841292,ACTIVE,0.015206372950022742
1787976765.6298764,1.488210980571099,0.10607462860428846,1.4938221394336058,0.1199802261320164,OUTAGE,0.014995024054113458
1787976766.1297686,1.9761000746288155,0.18898257053638942,1.9857016274921777,0.20943579280779806,OUTAGE,0.022594780783879817
1787976766.6297991,2.465561328086977,0.2977721352530043,2.4723409209029117,0.32400364313440316,OUTAGE,0.027093447260947943
1787976767.12995,2.9491923167978897,0.43100311817370285,2.952683427091584,0.4626678100299907,OUTAGE,0.03185656229784373
1787976767.6298888,3.4210849198492355,0.5858590146112226,3.42580279036189,0.6242498328470654,OUTAGE,0.03867962289102229
1787976768.1298823,3.890198614860351,0.7660086629943882,3.890635315711984,0.8083459142352215,OUTAGE,0.04233950342485442
1787976768.6302185,6.012175589310506,2.012330602095552,4.34637337640137,1.0138982034351431,ACTIVE,1.942103052679685
1787976769.129875,6.869229209086494,2.8645778002612583,4.791115643830558,1.24225685627933,ACTIVE,2.6363765352056885
1787976769.6297684,7.837177536991389,3.5172048682237023,5.223306699807843,1.493573949364176,ACTIVE,3.3056622406475316
1787976770.1299095,8.37844890637533,4.185092659414151,5.64226853416465,1.7663718792293808,ACTIVE,3.6519711447064576
1787976770.629692,8.693180894671524,4.569315355131156,6.046675051921034,2.060305669866906,ACTIVE,3.6467962345684044
1787976771.1298552,9.088163502911414,5.176744494023079,6.434944741742235,2.3752441038057666,ACTIVE,3.8584937775002124
1787976771.6297603,9.44098834569671,5.555277214522376,6.806519602799944,2.709725439942476,ACTIVE,3.8778332170317595
1787976772.1298494,9.770951205045698,6.158594234834041,7.159583908342464,3.063692506807132,ACTIVE,4.0494019144109545
1787976772.6300411,10.124656761822068,6.597966472019667,7.493701781219497,3.435598363526898,ACTIVE,4.113696168115678
1787976773.130002,10.313672565682745,7.09411286801175,7.808393550559551,3.8240726033809085,ACTIVE,4.119415768761826
1787976773.6297312,10.567162838177445,7.46619911906347,8.101932262241208,4.228766840833597,ACTIVE,4.069192739187415
1787976774.1298356,10.79312375122771,7.9481470813274315,8.375117522476,4.647480971302035,ACTIVE,4.091595152523311
1787976774.6298392,11.0515929495759,8.451261588969322,8.626290804950761,5.07975645706771,ACTIVE,4.15320807896284
1787976775.1298103,11.240050318984373,9.018013829808824,8.854929029299628,5.524359368741758,ACTIVE,4.230180263279715
1787976775.6298704,11.369976242291369,9.466976445948625,9.060679916202083,5.980015695129312,ACTIVE,4.182313331093672
1787976776.1300406,11.478418986141635,9.950009978446076,9.244231060958192,6.445048175900605,ACTIVE,4.156483239751881
1787976776.6298146,11.598509005117988,10.434889359166439,9.404907088725967,6.91847826597588,ACTIVE,4.144518831410031
1787976777.1298099,11.60940323735741,10.971042560810405,9.541285939438762,7.3994603298820705,ACTIVE,4.127142933099525
1787976777.6301444,11.589567865543593,11.502510603298779,9.653181604019625,7.886729280331288,ACTIVE,4.10164190652223
1787976778.1298292,11.61877940125165,12.035679127810324,9.740863190181392,8.378932619128955,ACTIVE,4.110762012638759
1787976778.629666,11.585938975221087,12.546156139642738,9.805364400284857,8.8747133435568,ACTIVE,4.080433558072066
1787976779.1299222,11.511611628364863,13.06078634162589,9.846071209149589,9.373004811469745,ACTIVE,4.046449987606494
1787976779.6299481,11.417272250987294,13.570579483770725,9.861253908739343,9.872711362536423,ACTIVE,4.011909984465375
1787976780.129766,11.346708522580485,14.075486312882939,9.849155004351623,10.37250881571233,ACTIVE,3.994334598467128
1787976780.6300368,11.224016816719832,14.603907528537368,9.811909334478173,10.87107589260321,ACTIVE,3.9909998200493266
1787976781.1299021,11.068854884899228,15.114868249718594,9.749995122096356,11.367174617164883,ACTIVE,3.9729835939032108
1787976781.6297956,10.864753826191109,15.585488072864928,9.66313735272279,11.85952363937116,ACTIVE,3.9149320695218934
1787976782.1299381,10.653522420365533,16.072745053683317,9.550512628588628,12.346610302049177,ACTIVE,3.885963302463283
1787976782.6296756,10.421930179107257,16.55720185086743,9.4132857357426,12.827363516272433,ACTIVE,3.863813869138209
1787976783.1297677,10.163483960644223,17.057055869611542,9.252908162692549,13.30089078494582,ACTIVE,3.8649611158557837
1787976783.6296976,9.89521953793456,17.54678307868671,9.068005314050296,13.76538624716579,ACTIVE,3.8708197283822052
1787976784.1296937,9.606424999591622,18.012998898093482,8.858208883340644,14.219178903536042,ACTIVE,3.8668976593286652
1787976784.6297731,9.297668295611047,18.467489513531664,8.625683447999936,14.661758867550674,ACTIVE,3.8646020992047565
1787976785.1297364,8.954727073003832,18.87115908131205,8.370509452962143,15.091676310818604,ACTIVE,3.8243692604171993
1787976785.6297352,8.59218157754467,19.243741075343493,8.094732698499147,15.508693031165407,ACTIVE,3.7680285667152518
1787976786.1297505,8.202378780952593,19.62171326586948,7.799240282607517,15.911980790826235,ACTIVE,3.7315728165531503
1787976786.6297736,7.798833021890164,19.97082315894966,7.485089037372199,16.300904776662854,ACTIVE,3.683305067526693
1787976787.129809,7.393612674980505,20.30659500515455,7.1523171612238565,16.67402544666453,ACTIVE,3.640574834037539
