accel_x,accel_y,gyro_z,imu_variance,wheel_speed,imu_speed,speed_difference,accel_magnitude,slip
-0.9058042609086392,0.7825035662398576,-0.07903966972179569,0.5240869881271191,4.909707656290779,4.9690544509741885,0.05934679468340942,1.1969933960796697,1
-0.2531230396888729,-0.41980202251344606,0.051451209405867296,0.08973878369308827,3.9897738352354972,3.938844311735599,0.0509295234998981,0.49020915059565606,0
-0.36806089258307434,-0.4870946266830378,0.2725481653997925,0.01493288730378798,3.3075312633123732,3.7311808519628302,0.423649588650457,0.6105161717698699,0
0.2784758863304983,0.0037040024826263456,-0.12613846513551516,0.07023443951542448,0.6601560386291437,0.7908894335723651,0.13073339494322134,0.27850051867446834,0
-0.44287330795270424,-0.058283983136262936,0.27135993709829587,0.08819431117134381,3.0970268707455793,2.931310669699352,0.16571620104622742,0.4466920522991191,0
-1.0934474383467727,1.113346100127977,-1.5210471975710969,0.29402707839244463,0.5274563503571426,-0.27149485979591825,0.7989512101530608,1.5605021112120594,1
-0.08027408735013192,0.33377615431715596,-0.23901411270301126,0.0954340583953288,1.1618306641806706,1.2140819250675896,0.052251260886919004,0.343293533715167,0
-0.48368134007381897,-0.08048258274022634,-0.4384720023010087,0.2027973862940135,0.6861371036868821,-0.5714924196908594,1.2576295233777415,0.49033160703766865,1
1.7845669775260193,-0.7803803839221568,-1.4510379087981726,0.3361759662281831,1.016803184928745,0.8598041443107165,0.1569990406180286,1.9477353107870805,1
-0.42697357318419976,-0.06700814683190265,0.009932271141643478,0.08596225034156525,0.8660695128885489,0.8924979862639528,0.026428473375403883,0.4321996343583935,0
0.5935560615071046,0.015335916060215912,0.5007273284576665,0.09718452600133169,2.2467456775714796,2.2110746219575885,0.035671055613891056,0.5937541481734943,0
-0.9739195378294654,0.39363093317006514,1.214588620178292,0.9195878925274548,3.297229689141869,2.8462482769380726,0.4509814122037965,1.0504592222996072,1
1.63250206536191,0.44848834150181516,0.10963143555461832,0.7737849919042309,2.7585084773981237,5.125481137457147,2.366972660059023,1.6929869420270054,1
0.40580953034744666,0.4426684586359808,-0.2578396456184477,0.6617738974630242,2.3828209688590256,2.822599026593848,0.43977805773482226,0.6005303815727979,1
0.1568178015474023,-0.21826313991930685,-0.03653795333626411,0.09751374638035731,1.226153112747724,1.2693573679935475,0.043204255245823386,0.2687575508327075,0
1.6785327900598102,-0.606076024571833,-0.14168822239910348,0.41580389981163524,1.3047312748674142,0.5493526081225136,0.7553786667449006,1.7846009287419884,1
-0.3689405316247672,0.3058949149398184,0.08520500235859568,0.054839900170675374,2.7167814229679133,2.8938006490291426,0.17701922606122933,0.4792586095852683,0
-1.1306297837714463,-0.02470095678550502,0.32919141280757347,0.8442648349933288,4.289068259138968,4.501095071225431,0.2120268120864628,1.1308995734446037,1
-1.0822134822423444,-0.7324878030269606,0.4086120298307868,0.5308828837423891,4.763319421710855,5.293628695452415,0.53030927374156,1.3067992970346918,1
2.2642282021314033,-0.2471315658341093,0.41215082455065744,0.615824410380566,4.210501211538956,3.005712790735208,1.204788420803748,2.277674990458214,1
-0.6654090590622151,-1.417721097749017,-0.37309092327946675,0.15132015941579477,0.5151489533222149,0.1762695007531131,0.3388794525691018,1.566110573007136,1
-0.11204440310000248,-0.3770423023430444,0.007714648395250739,0.050163465691069095,1.0171984867680508,0.8557413086577421,0.16145717811030869,0.39333808107298684,0
-1.1873473720943408,-0.15707462300443828,0.07879264474692094,0.13187621472618608,4.755873660016686,4.512997701539306,0.24287595847737986,1.1976920385521996,0
0.19908565723661079,1.4954030648544672,-0.6019828360348193,0.9384515662401993,0.7499574865472134,1.3055860900104563,0.5556286034632429,1.5085971713129607,1
-0.18479023918851362,0.4866746155913905,-0.2746648559521643,0.14362287213195601,3.8373227935335,3.7978092482655748,0.03951354526792539,0.5205762326118777,0
-0.004615379326330304,1.4259298596757735,0.17081728272809424,0.3015329774581489,1.3428367147008773,1.717738257500811,0.3749015427999338,1.425937329072108,1
-0.6820830431104068,-0.20181944250259268,-0.13073813739925141,0.04127166723210418,2.2272482836986978,2.1690535383625797,0.058194745336118014,0.7113145331502867,0
-0.31726003181966805,0.5349117434556562,-1.0335841692866459,0.7515610210822162,3.091696043161064,4.679611475700155,1.5879154325390914,0.6219200117997382,1
0.1429477304081369,1.8041250356104745,-0.34096918521271613,0.3167116015648567,4.868011517884079,4.300100841370868,0.5679106765132111,1.8097793229411516,1
0.9817753027502507,0.19135735839996176,-1.0102271340439297,0.42780901001301463,3.1984887258098857,2.9886770293563107,0.209811696453575,1.0002501605619256,1
-0.3065865724079151,0.22705563102293225,-0.11844887552480271,0.03842812968799543,3.7156816521502805,3.6719178573114997,0.04376379483878079,0.3815096145053958,0
-0.12577751611905175,-0.15459921324016315,0.722270012563134,0.09524577785592722,1.0018049554457438,0.6450402064647445,0.3567647489809993,0.1993010293389268,0
-0.3442029306021242,-0.29261542732215595,-0.04248148476364111,0.07508897113532689,3.5714321544522067,3.650554279406366,0.07912212495415938,0.45177366649907635,0
0.3837013505796153,0.08563274743239829,-0.011154867535962613,0.10486583894150381,4.3026784200348915,4.382308494344964,0.07963007431007263,0.3931408066703859,0
0.26435447432670145,0.8876856455078249,0.7279378148333078,0.5915053821027939,0.8199002670989768,0.26783118603943024,0.5520690810595466,0.9262122291015112,1
-0.48173193087158417,-0.0578545153012481,-0.04531822370544583,0.024016036251842454,3.9142189452376432,4.029714254937927,0.11549530970028377,0.48519356772530187,0
1.7012719611396516,1.2649103931058656,1.18343957830439,0.5823139133887824,4.679034828773367,5.97836850243111,1.2993336736577428,2.1199822141582207,1
0.13861080732520017,0.2795421370934937,0.08100592088883861,0.10368679443306944,2.232939778708664,1.8689809681283824,0.36395881058028134,0.31202045176260707,0
0.1412156993660004,0.22800591774707643,0.2345442359646225,0.06932566577543318,3.6924748908528864,3.6928096341772467,0.0003347433243603426,0.2681950265667042,0
1.937910630392832,-0.04697132135369182,1.2927075094516283,0.8981852242484388,3.8152279616812215,4.0443493051992645,0.22912134351804303,1.938479795205319,1
0.7139359922987444,0.024298284698656306,0.41438241030508627,0.2271298009177682,1.9530589540400183,1.7521311520909644,0.2009278019490539,0.7143493597245607,1
-0.02049433421287662,0.08326460876676185,0.2703914610796917,0.06886102524592574,4.137788066524076,4.3548839214328465,0.21709585490877092,0.08574971024972038,0
1.1015260352061367,-0.03525088717543584,1.043486807928705,0.5910819055223346,3.377866474480782,4.832319146276381,1.4544526717955994,1.102089937928664,1
